_id	text	concreteness	valence	arousal	imageability	token_length_mean	token_length_median	token_length_std	sentence_length_mean	sentence_length_median	sentence_length_std	syllables_per_token_mean	syllables_per_token_median	syllables_per_token_std	n_tokens	n_unique_tokens	proportion_unique_tokens	n_characters	n_sentences	flesch_reading_ease	flesch_kincaid_grade	gunning_fog	automated_readability_index	coleman_liau_index	lix	rix	dependency_distance_mean	dependency_distance_std	prop_adjacent_dependency_relation_mean	prop_adjacent_dependency_relation_std	pos_prop_ADJ	pos_prop_NOUN	pos_prop_DET	pos_prop_CCONJ	pos_prop_PUNCT	pos_prop_ADV	pos_prop_ADP	pos_prop_VERB	pos_prop_PART	pos_prop_AUX	pos_prop_X	pos_prop_PRON	pos_prop_PROPN	pos_prop_NUM	pos_prop_SCONJ	pos_prop_SPACE
780d7a2952359f4e438dac430f757db8	Sieht gemütlich und modern aus.	3.912333333333333	6.0263333333333335	3.6126666666666662	5.205666666666667	5.2	5.0	2.227105745132009	5.0	5.0	0.0	1.6	1.0	0.8	5	5	1.0	27	1	66.40000000000003	5.240000000000002	10.0	5.562000000000001	8.855999999999998	25.0	1.0	2.0	0.0	0.5	0.0				0.16666666666666666	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666								
78180a72d657dd82c9fc92e2748e5c10															0	0		0	0																											
78180a72d657dd82c9fc92e274939ebc															0	0		0	0																											
78180a72d657dd82c9fc92e274b0cf42	Bequeme Sitzpolster, etwas Retro, dient eher zu Dekozwecken.	3.77825	5.1575	2.5767499999999997	3.84375	6.25	5.0	3.031088913245535	8.0	8.0	0.0	2.125	2.0	1.0532687216470449	8	8	1.0	53	1	18.940000000000026	12.605000000000004	18.2	12.0075	17.249999999999996	45.5	3.0	1.8181818181818181	0.0	0.5454545454545454	0.0		0.36363636363636365	0.09090909090909091		0.2727272727272727	0.09090909090909091	0.09090909090909091	0.09090909090909091								
78180a72d657dd82c9fc92e274b60b38	Steriler, langweiliger, funktioneller Aufbewahrungsschrank wahrscheinlich für Klamotten. Erinnert an einen Spind.	4.280571428571428	5.328285714285714	3.9268571428571435	4.8262857142857145	9.0	8.0	5.134553180524705	5.5	5.5	1.5	2.727272727272727	3.0	1.4826824027545538	11	11	1.0	103	2	-29.474772727272693	18.736818181818183	27.654545454545453	23.71	31.73818181818182	69.13636363636363	3.5	2.45	0.8499999999999999	0.35	0.05000000000000002	0.06666666666666667	0.26666666666666666	0.06666666666666667		0.26666666666666666	0.13333333333333333	0.13333333333333333	0.06666666666666667								
78180a72d657dd82c9fc92e274ee4c3b															0	0		0	0																											
7a4f3d59e267f191a85113e3edf0fe0f															0	0		0	0																											
7cc6cf7e854dbdc99798a8ae7031e4b5	Alter Holzschrank mit Schnörkelchen. Vermutlich recht teuer.	4.5238	5.0962000000000005	3.6932	4.8096	7.428571428571429	5.0	3.5398604838182477	3.5	3.5	0.5	2.0	2.0	0.7559289460184544	7	7	1.0	54	2	34.08250000000001	9.375	12.82857142857143	15.308571428571433	19.422857142857143	46.357142857142854	1.5	1.1	0.09999999999999998	0.55	0.04999999999999999	0.1111111111111111	0.2222222222222222			0.2222222222222222	0.3333333333333333	0.1111111111111111									
7dcb7119b79825257722a930ceed04be	Sieht schon sehr abgenutzt und alt aus.	3.9863999999999997	5.559	3.6887999999999996	4.0114	4.571428571428571	4.0	1.9897697538834456	7.0	7.0	0.0	1.2857142857142858	1.0	0.6998542122237652	7	7	1.0	33	1	90.95857142857145	2.3114285714285714	8.514285714285714	3.6014285714285705	6.851428571428567	21.285714285714285	1.0	2.625	0.0	0.375	0.0				0.125	0.125	0.375	0.125	0.25								
7ef6ebe5e7312c43f40304e84fc4d8db	Erinnert sehr an die Schulzeit.	4.428999999999999	6.5255	4.162	4.163	5.2	4.0	2.785677655436824	5.0	5.0	0.0	1.6	1.0	0.8	5	5	1.0	27	1	66.40000000000003	5.240000000000002	10.0	5.562000000000001	8.855999999999998	45.0	2.0	1.8333333333333333	0.0	0.3333333333333333	0.0		0.16666666666666666	0.16666666666666666		0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666								
7ef6ebe5e7312c43f40304e84fd859b9	Witziges Eyecatcher sieht aber wenig praktikabel aus.	3.996666666666666	5.543333333333334	3.642333333333333	4.546333333333333	6.571428571428571	5.0	2.871393034605969	7.0	7.0	0.0	2.142857142857143	2.0	1.124858267715973	7	7	1.0	47	1	18.44428571428574	12.425714285714289	19.942857142857143	13.021428571428565	18.611428571428565	49.857142857142854	3.0	2.0	0.0	0.5	0.0		0.125			0.125	0.375	0.125	0.125					0.125			
7f8c60d2bd14fde28f4812a475c3dc80	Schlichter schlanker Schrank, modern.	4.41625	5.30475	4.17975	5.13275	8.0	8.0	1.5811388300841898	4.0	4.0	0.0	1.75	2.0	0.4330127018922193	4	4	1.0	34	1	54.72500000000002	6.620000000000001	1.6	18.25	23.84	79.0	3.0	2.5	0.0	0.16666666666666666	0.0	0.16666666666666666	0.3333333333333333			0.3333333333333333	0.16666666666666666										
7f8c60d2bd14fde28f4812a475d12c13															0	0		0	0																											
7f8c60d2bd14fde28f4812a475e5f219															0	0		0	0																											
805d4f13f2322788bea0cfadc0d6d30d	Wirklich einfaches, abgegrenztes 80cm-Bett das weder gepflegt noch regelmäßig genutzt wird. Sehr verstaubt/schmutzige Farben.	3.7007499999999998	5.6751249999999995	3.834625	4.21475	7.2	8.0	2.638181191654584	7.5	7.5	3.5	2.3333333333333335	2.0	1.0749676997731399	15	15	1.0	112	2	1.822499999999991	14.868333333333336	19.0	16.232	22.589333333333332	67.5	4.5	1.9871794871794872	0.3205128205128204	0.4807692307692308	0.019230769230769218	0.15789473684210525	0.10526315789473684		0.10526315789473684	0.21052631578947367	0.15789473684210525		0.15789473684210525		0.05263157894736842		0.05263157894736842				
805d4f13f2322788bea0cfadc0eb6afd	War wohl in den 50ern modern.	3.185	6.12375	4.0465	4.29225	3.8333333333333335	3.5	1.3437096247164249	6.0	6.0	0.0	1.1666666666666667	1.0	0.3726779962499649	6	6	1.0	24	1	102.045	0.5166666666666693	2.4000000000000004	-0.375	1.8066666666666684	6.0	0.0	2.4285714285714284	0.0	0.2857142857142857	0.0		0.14285714285714285	0.14285714285714285		0.14285714285714285	0.2857142857142857	0.14285714285714285			0.14285714285714285						
8061fa284b648673facf6d031e00fbc0	Bekanntes Instrument. Keine neuen Elemente oder Neuheiten.	4.2645	6.07375	3.883	4.23375	7.142857142857143	8.0	2.2314999074019015	3.5	3.5	1.5	2.4285714285714284	3.0	0.7284313590846836	7	7	1.0	52	2	-2.1746428571428282	14.432142857142857	24.257142857142856	13.962857142857146	17.742857142857144	60.64285714285714	2.0	1.0	0.3333333333333333	0.5833333333333333	0.08333333333333331	0.2222222222222222	0.3333333333333333	0.1111111111111111	0.1111111111111111	0.2222222222222222											
8061fa284b648673facf6d031e099700															0	0		0	0																											
80e03be0eacd2059e6049398920d3d41															0	0		0	0																											
822be34d1e458391a27d869fed1581de	Wertig erscheinendes Sofa mit altbackener Optik.	5.1185	5.7444999999999995	3.4734999999999996	5.772	7.0	5.5	3.696845502136472	6.0	6.0	0.0	2.5	2.0	1.118033988749895	6	6	1.0	43	1	-10.754999999999995	16.25	15.733333333333333	14.54	20.426666666666666	39.33333333333333	2.0	1.4285714285714286	0.0	0.5714285714285714	0.0	0.2857142857142857	0.2857142857142857			0.14285714285714285	0.14285714285714285	0.14285714285714285									
82cff51bc9be17e67b0f35e6bf503b42	Gemütlicher Gaming Bürostuhl mit einigen avantgardistischen Spieldetails. Erinnert an und verbindet mit PC Spielen.	4.8422857142857145	6.310285714285714	4.104142857142857	5.1499999999999995	7.142857142857143	7.0	4.389226141639205	7.0	7.0	0.0	2.357142857142857	2.5	1.2309777099724346	14	13	0.9285714285714286	102	2	0.31571428571430715	14.954285714285717	22.8	15.712857142857146	21.97142857142857	64.14285714285714	4.0	2.1875	0.1875	0.375	0.125	0.125	0.1875	0.0625	0.0625	0.125		0.1875	0.125					0.125			
82eea3b384a5a2d4b754b246aa9601cf															0	0		0	0																											
832418fe6730f7e7e08fca3f69d7eae5															0	0		0	0																											
832418fe6730f7e7e08fca3f69e84304															0	0		0	0																											
853297c8ef8347dee0a946898fef0d16	In so einem Schrank kann man gut Ordnung halten.	3.661428571428572	6.118	4.1734285714285715	4.435	4.333333333333333	4.0	1.8856180831641267	9.0	9.0	0.0	1.3333333333333333	1.0	0.4714045207910317	9	9	1.0	40	1	84.90000000000003	3.653333333333336	3.6	3.4800000000000004	6.391111111111108	31.22222222222222	2.0	2.2	0.0	0.4	0.0		0.2	0.1		0.1	0.2	0.1	0.1		0.1		0.1				
853f8261ddb6a475591fd540a72cce48															0	0		0	0																											
85c20081ddf37b7dbd9b9514241eee10															0	0		0	0																											
85c20081ddf37b7dbd9b9514243b58ea	Könnte in einem amerikanischen Diner stehen.	3.7605000000000004	5.9425	4.14575	4.883749999999999	6.333333333333333	5.5	3.6817870057290873	6.0	6.0	0.0	2.3333333333333335	2.0	1.247219128924647	6	6	1.0	39	1	3.344999999999999	14.283333333333335	9.066666666666666	11.399999999999999	16.506666666666664	22.666666666666664	1.0	3.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285		0.14285714285714285		0.14285714285714285	0.14285714285714285		0.14285714285714285						
8766843855e3fe465ffad42f88e1fee5	Massiver alter Schreibtisch in einem alten Büro eines Mafia-Oberhauptes.	5.238500000000001	5.611166666666667	3.666166666666667	5.819	7.0	5.0	4.422166387140534	9.0	9.0	0.0	2.5555555555555554	2.0	1.640535895581489	9	9	1.0	64	1	-18.499999999999943	18.075555555555557	12.488888888888889	16.04	22.071111111111104	42.33333333333333	3.0	2.0	0.0	0.4	0.0	0.2	0.4	0.2		0.1		0.1									
87a9296902e4363bbd31eed68f87ed8d															0	0		0	0																											
87a9296902e4363bbd31eed68f934e47															0	0		0	0																											
87a9296902e4363bbd31eed68fa9d9f9	Wirkt unbequem und billig. Popel grüne Farbe für schlechtes Ambiente.	3.4775000000000005	5.238499999999999	4.545166666666667	4.6115	5.8	5.0	2.1354156504062622	5.0	5.0	1.0	2.1	2.0	0.9433981132056604	10	10	1.0	60	2	24.100000000000023	11.14	14.0	8.387999999999998	12.383999999999997	35.0	1.5	1.3857142857142857	0.18571428571428572	0.5142857142857142	0.08571428571428572	0.16666666666666666	0.25		0.08333333333333333	0.16666666666666666	0.16666666666666666	0.08333333333333333						0.08333333333333333			
88168efc6df45f24b86ee0181a3802ef	Durch die nicht symmetrische Form und die ungewöhnliche Farbe der Räder wirkt das Skateboard eher wie selbst gemacht.	3.9497142857142857	5.853	3.507285714285714	4.243714285714286	5.5	5.0	3.0230595245361758	18.0	18.0	0.0	1.6666666666666667	1.0	1.1547005383792515	18	17	0.9444444444444444	100	1	47.565	11.096666666666668	13.866666666666667	13.475000000000001	14.89555555555555	40.22222222222222	4.0	2.6842105263157894	0.0	0.42105263157894735	0.0	0.10526315789473684	0.21052631578947367	0.21052631578947367	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.05263157894736842							
88168efc6df45f24b86ee0181a65ca43	Modisch, zeitgemäß und teuer. Steht in einer trendigen Hipster bar. Langfristig unbequem.	4.004	4.353	4.3405	4.649	6.166666666666667	6.0	2.6718699236468995	4.0	4.0	1.632993161855452	2.0	2.0	0.816496580927726	12	12	1.0	78	3	33.57500000000002	9.57	14.933333333333332	9.615000000000002	13.060000000000006	54.0	2.0	1.634920634920635	0.7779397304662126	0.48412698412698413	0.15592764051101984	0.0625	0.125	0.0625	0.0625	0.25	0.3125	0.0625	0.0625								
882086c947e4318c15c7f2972a2893ba	Gutes Workout, Trainieren verschiedener Muskelgruppen möglich, wahrscheinlich sehr teuer.	3.3689999999999998	5.517500000000001	4.108833333333333	3.826166666666666	8.666666666666666	7.0	3.6817870057290865	9.0	9.0	0.0	2.6666666666666665	3.0	0.9428090415820634	9	9	1.0	81	1	-27.89999999999995	19.386666666666667	25.822222222222223	23.89	31.8711111111111	75.66666666666666	6.0	3.3333333333333335	0.0	0.3333333333333333	0.0	0.16666666666666666	0.25			0.25	0.3333333333333333										
882086c947e4318c15c7f2972a32f99f	Dunkle Farbe wirkt dadurch eher alt.	3.9156	5.2588	3.6374000000000004	4.3466000000000005	5.0	5.0	1.2909944487358056	6.0	6.0	0.0	1.6666666666666667	1.5	0.74535599249993	6	6	1.0	31	1	59.745000000000005	6.416666666666668	9.066666666666666	5.120000000000001	8.666666666666664	22.666666666666664	1.0	1.5714285714285714	0.0	0.5714285714285714	0.0	0.14285714285714285	0.14285714285714285			0.14285714285714285	0.42857142857142855		0.14285714285714285								
89a8fe4dbaa58e4cca6c3c3851055ed0	Ein sehr spezieller Gegenstand. Hat einen guten Nutzen als etwa der Ständer für einen Ausstellungsgegenstand.	4.2208461538461535	6.351000000000001	3.7728461538461535	4.66776923076923	6.2	5.0	4.791659420284375	7.5	7.5	3.5	1.8666666666666667	1.0	1.2036980056845192	15	14	0.9333333333333333	95	2	41.30250000000001	9.361666666666668	11.0	11.521999999999998	16.70933333333333	34.16666666666667	2.0	2.0166666666666666	0.8166666666666668	0.4666666666666667	0.13333333333333333	0.11764705882352941	0.23529411764705882	0.23529411764705882		0.11764705882352941	0.11764705882352941	0.11764705882352941			0.058823529411764705						
89a8fe4dbaa58e4cca6c3c38512970c9															0	0		0	0																											
89a8fe4dbaa58e4cca6c3c38512f5d6b	Nützlicher Alltagsgegenstand für die Küche und Co, günstig.	4.7954	6.0052	3.6302	5.0672	6.25	4.0	4.763139720814412	8.0	8.0	0.0	2.0	1.5	1.3228756555322954	8	8	1.0	52	1	29.515000000000015	11.130000000000003	13.200000000000001	12.0075	17.249999999999996	45.5	3.0	2.8	0.0	0.5	0.0	0.1	0.3	0.1	0.1	0.2	0.1	0.1									
89a8fe4dbaa58e4cca6c3c3851860a32	Altmodisch und Design nicht mehr zeitgemäß. Liebhaberprojekt, sehr hochwertig und teuer. Handarbeit und Vollholz. Flureinrichtung alter Menschen.	4.254666666666666	5.6835555555555555	3.890222222222223	4.566888888888889	7.294117647058823	6.0	3.8770016595962544	4.25	4.0	1.299038105676658	2.176470588235294	2.0	1.1496953109230625	17	15	0.8823529411764706	129	4	18.39183823529416	11.74985294117647	15.817647058823532	15.050294117647056	20.124705882352938	51.30882352941176	2.0	1.5803571428571428	0.22920531523202564	0.4732142857142857	0.1321307909548995	0.045454545454545456	0.22727272727272727		0.13636363636363635	0.22727272727272727	0.3181818181818182			0.045454545454545456							
8aa2e711dfb8df94b852487ff580be9d	Wahrscheinlich langlebiger und hochwertigerer Stuhl als er den Anschein macht. Sehr schlicht gehalten und nicht Stapelbar.	4.187625000000001	5.352625	3.9849999999999994	4.442875	6.5625	5.0	3.7743997867210624	8.0	8.0	2.0	1.875	1.0	1.2686114456365274	16	15	0.9375	107	2	40.09	9.655000000000001	15.700000000000001	13.479374999999997	19.087499999999995	51.75	3.5	1.896103896103896	0.4675324675324676	0.512987012987013	0.05844155844155843	0.05555555555555555	0.1111111111111111	0.05555555555555555	0.1111111111111111	0.1111111111111111	0.2777777777777778		0.1111111111111111	0.05555555555555555			0.05555555555555555			0.05555555555555555	
8b1ac284d5fd79b93fc4b17e891d2c62	Hochwertige Bettbezüge auf einem teuren dunklen Bett, gehobene Ausstattung eines Hotelzimmers.	4.5795	5.455625	3.81275	5.16	7.454545454545454	7.0	2.995864918778924	11.0	11.0	0.0	2.5454545454545454	2.0	1.1570838237598051	11	11	1.0	84	1	-19.6754545454545	18.736363636363638	18.94545454545455	19.18090909090909	25.34181818181818	65.54545454545453	6.0	3.0	0.0	0.38461538461538464	0.0	0.3076923076923077	0.3076923076923077	0.15384615384615385		0.15384615384615385		0.07692307692307693									
8b1ac284d5fd79b93fc4b17e8949a3d0	Event. Als Raumteiler nutzbar. Schräglage der Bücher ist gewöhnungsbedürftig.	4.22175	5.648	4.06225	4.518375	7.333333333333333	6.0	4.876246279442598	3.0	3.0	1.632993161855452	2.2222222222222223	2.0	1.547598697464902	9	9	1.0	69	3	15.79000000000002	11.802222222222223	14.533333333333331	14.61	17.45333333333333	47.44444444444444	1.3333333333333333	1.1666666666666667	0.4714045207910317	0.3611111111111111	0.10393492741038726		0.3333333333333333	0.08333333333333333		0.25	0.16666666666666666	0.08333333333333333			0.08333333333333333						
8b1ac284d5fd79b93fc4b17e894f272d															0	0		0	0																											
8b1ac284d5fd79b93fc4b17e896cc3de															0	0		0	0																											
8b1ac284d5fd79b93fc4b17e899372b2															0	0		0	0																											
8b1ac284d5fd79b93fc4b17e89999504															0	0		0	0																											
8b1ac284d5fd79b93fc4b17e89b0d575															0	0		0	0																											
8cb5aebc45343b57f21d0d23fa5f9a77															0	0		0	0																											
8ebcadf3f0d039d490f6620679089339															0	0		0	0																											
8ee1753e5954f3b47da3da9b840e0890															0	0		0	0																											
8fe9e40189924d39d36f1a50fc6ee8cc	Moderne Interpretation eines Stuhls von einem jungen Start-up, aus hochwertigem Holz für hippe Restaurants oder Cafés.	4.810090909090909	6.172818181818183	3.7652727272727273	5.33490909090909	6.3125	5.0	3.2349410736518833	16.0	16.0	0.0	2.3125	2.0	1.4882351124738322	16	16	1.0	103	1	-5.04249999999999	17.937500000000004	18.900000000000002	16.301875000000003	19.467499999999998	47.25	5.0	2.8333333333333335	0.0	0.5	0.0	0.2222222222222222	0.3333333333333333	0.1111111111111111	0.05555555555555555	0.1111111111111111		0.16666666666666666									
8fe9e40189924d39d36f1a50fc938a50															0	0		0	0																											
8fe9e40189924d39d36f1a50fc979e77															0	0		0	0																											
900f6897f6896b5667c7b3f3328864f0	Platzsparende Sitzmöglichkeit für Gäste die man nicht mag.	4.37625	6.873749999999999	3.75725	5.109249999999999	6.25	4.0	4.575751304430781	8.0	8.0	0.0	1.875	1.0	1.2686114456365274	8	8	1.0	51	1	40.09	9.655000000000001	13.200000000000001	12.0075	17.249999999999996	33.0	2.0	2.4444444444444446	0.0	0.4444444444444444	0.0	0.1111111111111111	0.2222222222222222			0.1111111111111111		0.1111111111111111	0.1111111111111111	0.1111111111111111			0.2222222222222222				
92f205694f2066aeccc2b4b7c3446224	Spartanisch unelegant. Könnte von IKEA sein.	3.2830000000000004	6.4544999999999995	4.1775	4.1525	6.166666666666667	5.0	2.91070819942883	3.0	3.0	1.0	1.8333333333333333	1.5	0.8975274678557508	6	6	1.0	39	2	48.690000000000026	7.213333333333335	14.533333333333331	9.115000000000002	10.593333333333337	36.33333333333333	1.0	1.5	0.5	0.26666666666666666	0.06666666666666665					0.25	0.25	0.125			0.25			0.125			
95d9da72f1e06d7d5d88246f539e2d72	Bett mit grauem Kopfteil, Größe reicht sicher für mehr als eine Person. Graue, fluffige Kissen, große blau kartierte Bettdecke reicht gut für zwei.	4.9928888888888885	5.832888888888888	3.595777777777778	5.137333333333334	5.217391304347826	5.0	1.8639957487153058	11.5	11.5	0.5	1.608695652173913	1.0	0.7064381221422574	23	21	0.9130434782608695	125	2	59.066847826086985	7.8776086956521745	9.817391304347826	8.89391304347826	12.304347826086957	28.891304347826086	2.0	2.571428571428571	0.14285714285714302	0.4642857142857143	0.035714285714285726	0.14285714285714285	0.25	0.07142857142857142		0.17857142857142858	0.10714285714285714	0.14285714285714285	0.07142857142857142						0.03571428571428571		
95d9da72f1e06d7d5d88246f53b67c27															0	0		0	0																											
95d9da72f1e06d7d5d88246f53c17115	Das schwarze Lederköpfe sieht bequem aus und ist durch den Vintagelook aktuell sicher wieder zeitgemäß. Nicht zum Übernachten von Gästen geeignet.	4.1943636363636365	6.019	3.6466363636363637	4.565363636363636	5.904761904761905	6.0	2.6709149833105066	10.5	10.5	4.5	1.9523809523809523	2.0	1.0454523047666737	21	21	1.0	126	2	31.00607142857146	11.543095238095237	17.53333333333333	11.631428571428572	16.10095238095238	43.83333333333333	3.5	2.1517857142857144	0.7232142857142857	0.5044642857142857	0.0669642857142857	0.043478260869565216	0.17391304347826086	0.08695652173913043	0.043478260869565216	0.08695652173913043	0.21739130434782608	0.17391304347826086	0.08695652173913043	0.043478260869565216	0.043478260869565216						
95d9da72f1e06d7d5d88246f53f50d53															0	0		0	0																											
9622ae3b51815769b8ff81ddcd71443b	Gepolsterte Sitzauflage ohne Rückenlehne könnte in einer Ankleide oder Garderobe stehen.	4.373333333333333	6.0055000000000005	3.682333333333333	4.9238333333333335	7.0	6.0	3.0451153135353137	11.0	11.0	0.0	2.6363636363636362	2.0	1.1499191491521379	11	11	1.0	78	1	-27.366363636363587	19.80909090909091	22.581818181818182	17.04	22.669090909090908	56.45454545454545	5.0	2.0833333333333335	0.0	0.5833333333333334	0.0	0.08333333333333333	0.3333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333		0.16666666666666666	0.08333333333333333		0.08333333333333333						
9622ae3b51815769b8ff81ddcd89c408	Könnte eine moderne Darstellung eines Fisches aus Metall sein auf einem Holzsockel, sehr schlichte Ausführung ohne Details?	4.157933333333333	5.818866666666667	3.5899999999999994	4.521933333333334	6.176470588235294	6.0	2.478977353612409	17.0	17.0	0.0	2.0	2.0	0.6859943405700354	17	17	1.0	107	1	20.380000000000024	14.64	16.211764705882356	16.161176470588238	18.776470588235288	58.17647058823529	7.0	4.2105263157894735	0.0	0.47368421052631576	0.0	0.10526315789473684	0.3157894736842105	0.15789473684210525		0.10526315789473684	0.05263157894736842	0.15789473684210525			0.10526315789473684						
9622ae3b51815769b8ff81ddcd92ea3e	Erinnert an einen Röhrenfernseher und die ersten Bildschirme nach Einführung von Computerarbeitsplätzen.	3.9718000000000004	6.1318	4.046799999999999	4.686200000000001	7.666666666666667	5.5	5.749396103553447	12.0	12.0	0.0	2.5	1.5	2.0615528128088303	12	12	1.0	93	1	-16.845	18.59	21.46666666666667	20.68	26.813333333333336	53.66666666666667	5.0	2.3846153846153846	0.0	0.5384615384615384	0.0	0.07692307692307693	0.3076923076923077	0.15384615384615385	0.07692307692307693	0.07692307692307693		0.23076923076923078	0.07692307692307693								
9622ae3b51815769b8ff81ddcdca741c	Unbequemes, quietschendes Bett. Lädt nicht zum Schlafen ein.	5.581	5.40025	4.218	6.22825	6.25	4.5	3.4550687402713134	4.0	4.0	1.0	1.75	1.0	1.0897247358851685	8	8	1.0	53	2	54.72500000000002	6.620000000000001	11.600000000000001	10.0075	13.55	41.5	1.5	1.9833333333333334	0.18333333333333324	0.3666666666666667	0.033333333333333354	0.09090909090909091	0.18181818181818182			0.2727272727272727	0.09090909090909091	0.09090909090909091	0.09090909090909091	0.09090909090909091				0.09090909090909091			
973637b6e72157bf0a20d35aeb00ee7c															0	0		0	0																											
973637b6e72157bf0a20d35aeb0d2156	Ideal für den Büroalltag.	3.5553333333333335	6.076999999999999	3.952666666666667	4.4479999999999995	5.25	4.0	2.8613807855648994	4.0	4.0	0.0	1.75	1.5	0.82915619758885	4	4	1.0	22	1	54.72500000000002	6.620000000000001	11.600000000000001	5.297499999999999	7.669999999999998	29.0	1.0	1.6	0.0	0.4	0.0		0.4	0.2		0.2		0.2									
98d25712fbe94fbb37a8a04ae3de5ab9	Zum Sitzen einladen es Sofa, auch bequem zum Liegen, hochwertige Verarbeitung, daher recht teuer.	4.594222222222223	5.878111111111111	3.114666666666667	4.905111111111113	5.714285714285714	5.0	2.7884601851347335	14.0	14.0	0.0	2.0714285714285716	2.0	1.1627728997214075	14	13	0.9285714285714286	84	1	17.382142857142867	14.312857142857148	14.171428571428573	12.484285714285711	15.685714285714287	35.42857142857143	3.0	4.444444444444445	0.0	0.4444444444444444	0.0	0.05555555555555555	0.16666666666666666			0.2222222222222222	0.2777777777777778	0.1111111111111111	0.05555555555555555				0.05555555555555555	0.05555555555555555			
98d25712fbe94fbb37a8a04ae3f8c1a0															0	0		0	0																											
995dda9a92325ca868dc5420a31632a8	Könnte aus einem Museum oder Schloss stammen, Event. Ablage von Kleidung im Schlafraum.	4.8873	5.6807	3.6471000000000005	5.4779	5.538461538461538	6.0	2.1345287577710166	6.5	6.5	1.5	1.6153846153846154	2.0	0.6249260311258431	13	13	1.0	75	2	63.57596153846157	6.006538461538462	5.676923076923078	7.906153846153845	12.212307692307693	37.269230769230774	2.0	2.25	0.75	0.5833333333333333	0.08333333333333331		0.375	0.0625	0.0625	0.1875		0.1875	0.0625		0.0625						
995dda9a92325ca868dc5420a38bc23f															0	0		0	0																											
995dda9a92325ca868dc5420a3929dee															0	0		0	0																											
998cae53ec7115625d7f3e0504214e07	Sieht nach einem teuren Designertisch aus; mir ist nicht ganz klar, aus welchem Material der Fuß besteht.	4.005444444444445	5.587888888888889	3.7277777777777774	4.653555555555555	5.0588235294117645	4.0	2.531462916629413	8.5	8.5	2.5	1.6470588235294117	1.0	1.1345471483521123	17	16	0.9411764705882353	89	2	58.8663235294118	7.160294117647062	8.105882352941178	6.6470588235294095	10.463529411764707	32.029411764705884	2.0	2.8626373626373627	0.29120879120879106	0.37362637362637363	0.08791208791208793	0.05	0.15	0.15		0.15	0.1	0.15	0.1	0.05	0.05		0.05				
9aa0c7a83f48790e5a3f9e1bf90b32dc	Hochwertig und elegant wirkendes Soundsystem mit riesigem Tieftöner/Subwoofer, zwei schicken schwarzen Stereolautsprechern und Standardgekeife.	4.923222222222223	5.484111111111111	4.127999999999999	5.360111111111112	8.466666666666667	9.0	4.2874493842169406	15.0	15.0	0.0	2.6666666666666665	3.0	1.4452988925785866	15	14	0.9333333333333333	130	1	-33.98999999999995	21.72666666666667	27.33333333333334	25.948	32.010666666666665	88.33333333333333	11.0	2.611111111111111	0.0	0.4444444444444444	0.0	0.2222222222222222	0.2222222222222222		0.1111111111111111	0.16666666666666666	0.1111111111111111	0.05555555555555555						0.05555555555555555	0.05555555555555555		
9b891c3d80e524b37a0c353e6f1a57bd	Lustige Legokombination, die zum Spielen einlädt.	4.199	6.477666666666667	4.906	5.232666666666667	7.0	7.0	4.0	6.0	6.0	0.0	2.6666666666666665	2.0	2.0548046676563256	6	6	1.0	44	1	-24.85499999999996	18.216666666666672	15.733333333333333	14.54	20.426666666666666	72.66666666666666	4.0	2.375	0.0	0.375	0.0	0.125	0.25			0.25		0.125	0.125				0.125				
9b891c3d80e524b37a0c353e6f231fca															0	0		0	0																											
9b891c3d80e524b37a0c353e6f643e34															0	0		0	0																											
9c5a40faaac166309ae2d25f2a9819fe	Teures Doppelbett mit viel Platz, aber die Matratze und Kissen scheinen unbequem zu sein. Die Kopfstütze ist angenehm zum Lesen im Bett.	5.38075	6.0062500000000005	3.557583333333334	5.59875	5.090909090909091	4.0	2.4663018120455518	11.0	11.0	3.0	1.6363636363636365	1.0	0.8282212344676636	22	21	0.9545454545454546	115	2	57.23363636363638	8.009090909090911	13.490909090909092	8.048181818181817	11.443636363636362	38.272727272727266	3.0	2.0972222222222223	0.6527777777777778	0.6076388888888888	0.1701388888888889	0.04	0.28	0.12	0.08	0.12	0.08	0.12	0.04	0.04	0.08						
9d948e6db35d16ae86ee86e5425b1c3c	Günstiges, Standardbett. Gute Qualität und haltbare Materialien.	3.30075	6.3759999999999994	3.7802500000000006	3.81175	7.857142857142857	8.0	3.0904725218262765	3.5	3.5	1.5	3.0	3.0	1.4142135623730951	7	7	1.0	58	2	-50.517499999999984	21.175000000000008	29.971428571428575	17.327142857142853	21.94285714285714	74.92857142857143	2.5	1.5	0.0	0.375	0.125	0.2	0.4		0.1	0.3											
